property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP204398,"Wifi, CCTV, Pool, Lift, Gym",3,Old,,C,83,95
PROP204399,"Play Area, Pool, Gym, Security, Club House",,Good,3440,D,78,41
PROP204400,"Power Backup, Lift, Gym, Garden, Pool",22,New,4251,E,72,91
PROP204401,"Pool, Parking, Security",3,Good,2168,E,50,95
PROP204402,"Pool, Parking, Security",27,New,2618,D,61,97
PROP204403,"Parking, Security, Play Area, Lift, Gym",,Needs Renovation,2114,A,97,
PROP204404,"Club House, Intercom",37,Old,,E,86,62
PROP204405,"Intercom, Power Backup, Security, Lift, Parking",9,New,1778,E,92,50
PROP204406,"Lift, CCTV, Parking",27,Good,4806,E,81,
PROP204407,"Parking, Club House, Intercom",33,Good,1704,A,54,78
PROP204408,"Power Backup, Wifi, Garden, Play Area",16,Old,,D,97,92
PROP204409,"Play Area, Intercom, Pool, Power Backup, Garden",30,Needs Renovation,417,D,43,94
PROP204410,"CCTV, Power Backup",19,Old,3481,E,98,53
PROP204411,"Garden, Club House, Security, Wifi",,Old,3992,B,95,62
PROP204412,"Club House, CCTV, Garden",8,Needs Renovation,2544,F,64,77
PROP204413,"Security, Wifi, Lift, Garden",3,New,3096,C,97,91
PROP204414,"Garden, Intercom, Power Backup, Security",5,Needs Renovation,1391,B,,60
PROP204415,"CCTV, Club House, Parking",13,Needs Renovation,4746,A,54,88
PROP204416,"Pool, Gym",16,Needs Renovation,2429,D,92,93
PROP204417,"Parking, Wifi, Gym, Lift",9,Needs Renovation,3408,D,,59
PROP204418,"Power Backup, Pool, CCTV",4,New,2634,A,57,57
PROP204419,"Play Area, Lift, Security, CCTV, Pool",25,Needs Renovation,3733,E,69,78
PROP204420,"CCTV, Play Area, Pool, Club House, Security",30,Needs Renovation,3956,F,86,94
PROP204421,"Power Backup, Pool, Garden, Wifi",21,Old,3291,B,45,94
PROP204422,"Power Backup, Garden",35,Needs Renovation,3124,C,76,62
PROP204423,"Play Area, Power Backup, Parking",24,Good,2407,F,56,41
PROP204424,"Wifi, Pool, CCTV, Lift",39,Needs Renovation,47,F,41,99
PROP204425,"Security, Pool, CCTV, Garden",35,Good,,C,81,31
PROP204426,"Power Backup, Gym, Lift, Parking",18,New,,C,91,56
PROP204427,"Pool, Club House, Garden, Security, Gym",10,Needs Renovation,1497,F,53,77
PROP204428,"Intercom, Wifi, CCTV",10,New,5268,C,95,44
PROP204429,"Parking, CCTV, Power Backup",4,Needs Renovation,1300,F,75,86
PROP204430,"Intercom, Lift, Club House, Play Area",37,Needs Renovation,4289,D,74,30
PROP204431,"Power Backup, Gym, Garden, Security, CCTV",35,Good,2494,E,50,91
PROP204432,"Intercom, CCTV, Play Area, Power Backup",23,Needs Renovation,3204,B,70,60
PROP204433,"Wifi, Garden",39,New,964,E,66,94
PROP204434,"Lift, Intercom, Club House, Play Area, Garden",25,Old,2993,F,92,81
PROP204435,"Wifi, Power Backup, Garden",29,Needs Renovation,2409,C,46,36
PROP204436,"Play Area, Pool, Lift, Club House, Intercom",22,New,3795,A,56,40
PROP204437,"Security, Pool, Play Area, Lift, Power Backup",5,New,,C,41,41
PROP204438,"Wifi, Parking, Lift, Club House, Pool",5,New,2929,E,53,64
PROP204439,"Play Area, Lift, Pool, Parking",14,Good,534,F,75,88
PROP204440,"Club House, Wifi, Parking, Pool",39,New,3254,E,50,74
PROP204441,"CCTV, Club House",26,New,1755,F,51,69
PROP204442,"Lift, Power Backup",14,Old,3577,E,51,63
PROP204443,"Garden, Security, Club House",5,Old,1361,D,49,88
PROP204444,"Power Backup, Pool, Lift, Club House",20,Old,4093,B,66,51
PROP204445,"Security, CCTV, Parking",31,Old,1669,E,41,98
PROP204446,"Power Backup, Lift, Garden",6,Good,2571,D,73,43
PROP204447,"Parking, Pool, CCTV, Gym",0,Old,,D,64,48
PROP204448,"Parking, Garden, Gym, Play Area",39,New,1076,E,53,73
PROP204449,"CCTV, Wifi, Parking, Power Backup, Club House",8,New,3153,D,46,97
PROP204450,"Wifi, Security, Intercom",21,Good,3042,B,69,69
PROP204451,"Parking, Gym, Play Area, Garden",2,Needs Renovation,1171,B,,64
PROP204452,"Pool, Garden, Security, Intercom",30,Needs Renovation,2671,F,54,86
PROP204453,"Play Area, Intercom, Garden, Power Backup",16,Good,1913,D,56,39
PROP204454,"CCTV, Gym, Wifi",0,Good,1905,A,60,76
PROP204455,"Power Backup, Security, Garden, Wifi",,Old,,B,71,34
PROP204456,"Gym, Garden, Power Backup",21,New,2365,F,73,41
PROP204457,"Gym, Garden",23,Good,30,C,85,48
PROP204458,"Gym, CCTV, Pool, Intercom",37,New,5082,A,62,91
PROP204459,"Power Backup, Security, Gym, Garden, Pool",0,Good,94,E,54,61
PROP204460,"Lift, Wifi, CCTV, Pool",39,Needs Renovation,2632,C,67,60
PROP204461,"Security, Lift, Gym",33,New,2545,C,97,50
PROP204462,"Pool, Lift",8,Needs Renovation,2506,E,60,61
PROP204463,"Pool, Club House",28,Needs Renovation,,C,52,77
PROP204464,"Power Backup, Security, Pool, Lift",26,Good,2132,A,53,49
PROP204465,"Pool, Club House",1,Good,339,F,52,87
PROP204466,"Power Backup, CCTV, Garden, Pool",17,New,2538,E,43,45
PROP204467,"Security, Power Backup",39,New,2712,F,83,82
PROP204468,"Security, Parking, CCTV",4,Old,4155,E,52,39
PROP204469,"Intercom, Wifi",14,Needs Renovation,2264,C,86,56
PROP204470,"Intercom, Power Backup, Gym, Play Area",,Old,1602,B,60,63
PROP204471,"Club House, Power Backup, Intercom",5,New,1813,F,68,
PROP204472,"Parking, Play Area, Power Backup, Security",38,Old,1173,C,41,70
PROP204473,"Pool, Power Backup, Garden",37,New,1274,B,47,70
PROP204474,"Gym, Lift, Wifi, Pool, CCTV",,Good,3603,A,57,80
PROP204475,"Power Backup, Parking, Play Area, Pool, Lift",33,New,,D,,45
PROP204476,"Garden, Security, Play Area, Intercom, Gym",2,Needs Renovation,4103,C,54,70
PROP204477,"Intercom, CCTV, Pool",2,New,3394,A,77,
PROP204478,"Lift, Security, CCTV, Wifi, Play Area",13,Needs Renovation,2400,D,73,99
PROP204479,"Parking, Garden, Pool",10,Old,4741,A,87,90
PROP204480,"Security, Gym, Pool, Parking",33,Old,2881,A,45,75
PROP204481,"Intercom, Pool, Security",35,Old,690,A,40,65
PROP204482,"Power Backup, Wifi, Parking",17,Needs Renovation,,E,53,79
PROP204483,"CCTV, Security, Wifi, Garden, Parking",36,Needs Renovation,3433,B,86,55
PROP204484,"Club House, Intercom",5,New,3033,D,44,48
PROP204485,"CCTV, Lift",31,Needs Renovation,2571,C,56,64
PROP204486,"Club House, Wifi, CCTV",20,Good,1663,D,49,
PROP204487,"Intercom, Lift",35,Old,2357,F,62,94
PROP204488,"Lift, Pool, Parking, Intercom, Garden",29,Needs Renovation,3492,B,46,96
PROP204489,"Lift, Parking, CCTV, Pool, Power Backup",37,Old,2810,B,,40
PROP204490,"CCTV, Garden",,Old,3347,B,81,88
PROP204491,"Lift, Pool",10,Good,3136,B,67,37
PROP204492,"Wifi, Garden, Power Backup, Gym",31,Old,3018,C,98,92
PROP204493,"Pool, Parking, Gym, Wifi",25,New,2352,E,,82
PROP204494,"Parking, Wifi, Garden, Power Backup, Pool",7,Old,4269,B,55,98
PROP204495,"Wifi, Club House, Lift, Gym",10,New,1077,F,49,69
PROP204496,"Play Area, Parking, Security, Lift, Power Backup",32,Needs Renovation,1855,C,69,97
PROP204497,"Garden, CCTV, Security",,Good,2426,B,52,36
PROP204498,"CCTV, Parking, Club House, Lift, Wifi",2,Needs Renovation,2655,E,,62
PROP204499,"Power Backup, Parking, Lift, CCTV, Security",13,Old,1590,D,71,40
PROP204500,"Security, Garden",17,Good,3786,E,94,38
PROP204501,"Security, Garden",27,Needs Renovation,1811,F,95,82
PROP204502,"Lift, Security, Parking",20,Good,1696,F,76,37
PROP204503,"Play Area, Power Backup, Pool, CCTV, Intercom",37,Needs Renovation,2515,D,65,52
PROP204504,"Intercom, Parking, Security, Lift",10,Old,2910,F,58,37
PROP204505,"Power Backup, Wifi, Club House",6,Old,2438,F,65,30
PROP204506,"Club House, Intercom, Play Area, Security",,Needs Renovation,,B,47,63
PROP204507,"Parking, Garden, Wifi, Play Area",7,New,3652,E,52,46
PROP204508,"Gym, CCTV, Parking",36,Needs Renovation,1213,D,,65
PROP204509,"Wifi, Intercom, Security",5,New,1489,E,52,70
PROP204510,"Gym, CCTV",,Old,4932,F,66,74
PROP204511,"CCTV, Lift, Play Area",12,Needs Renovation,3075,A,61,56
PROP204512,"Intercom, Pool, Gym",28,Needs Renovation,3872,B,79,44
PROP204513,"Lift, Garden, Power Backup, CCTV",1,Good,2609,D,42,58
PROP204514,"Intercom, Garden, Lift, Club House, Security",26,Needs Renovation,2913,B,99,
PROP204515,"Play Area, Lift, Parking, Security, Pool",36,Old,1241,A,82,41
PROP204516,"CCTV, Security, Parking, Intercom, Club House",37,New,,B,55,99
PROP204517,"Club House, Wifi",12,Old,2089,F,57,68
PROP204518,"Pool, Security, CCTV, Parking, Power Backup",24,Needs Renovation,639,C,79,67
PROP204519,"Intercom, Parking, Wifi, Security",7,Needs Renovation,,B,84,91
PROP204520,"Power Backup, Gym, Parking, Play Area, Wifi",34,Old,3841,F,45,97
PROP204521,"CCTV, Lift, Club House, Parking",19,New,3440,C,75,97
PROP204522,"Parking, Pool",4,New,2355,E,44,68
PROP204523,"Play Area, Club House, Wifi",6,Old,2103,B,53,75
PROP204524,"Lift, Parking, Pool, Gym",22,Good,3531,A,80,83
PROP204525,"Parking, Security, Play Area, CCTV, Garden",39,New,3473,C,67,53
PROP204526,"Wifi, Garden, Lift, Parking",12,Good,2283,A,89,34
PROP204527,"CCTV, Gym",21,Needs Renovation,3938,C,81,72
PROP204528,"Power Backup, Lift, Garden, Parking",17,Old,0,E,50,74
PROP204529,"Pool, Parking",21,Old,2065,F,93,34
PROP204530,"Security, CCTV, Garden",28,Needs Renovation,2219,E,78,98
PROP204531,"Power Backup, Play Area, Club House",2,Old,3196,D,42,32
PROP204532,"Security, Lift, Intercom",34,Good,1389,D,40,69
PROP204533,"Gym, Pool, Club House, Parking, Wifi",10,Good,,B,61,33
PROP204534,"CCTV, Security",23,Old,3034,D,85,57
PROP204535,"Pool, Club House, Lift, Garden",39,Needs Renovation,5204,F,52,34
PROP204536,"Play Area, Lift",29,Needs Renovation,3483,D,88,95
PROP204537,"Wifi, Parking, Garden",3,Old,2781,C,47,85
PROP204538,"Security, Gym, CCTV, Play Area",15,Good,4339,E,43,56
PROP204539,"Lift, Pool",38,Good,,E,59,94
PROP204540,"Power Backup, Pool",6,Needs Renovation,906,E,58,74
PROP204541,"Pool, Play Area, Club House, CCTV, Wifi",25,Good,,F,58,95
PROP204542,"Parking, Lift, Club House, Play Area",24,Needs Renovation,,C,,37
PROP204543,"Club House, Gym",14,Old,3434,B,67,89
PROP204544,"Wifi, Power Backup",18,New,3919,D,47,86
PROP204545,"Security, Garden, Lift, Wifi",14,Needs Renovation,5230,D,53,51
PROP204546,"Parking, CCTV, Wifi",24,New,2969,B,84,45
PROP204547,"Play Area, Wifi, Lift, Garden, Parking",14,New,5662,F,91,67
PROP204548,"Parking, Club House, Play Area",6,New,337,F,49,54
PROP204549,"Parking, Play Area, Club House",2,Good,3403,A,78,69
PROP204550,"Intercom, Power Backup, Garden, Security, Pool",39,New,,F,47,71
PROP204551,"Intercom, Club House",16,New,63,D,40,99
PROP204552,"Gym, Wifi, Club House",0,Old,3823,C,93,69
PROP204553,"Parking, Gym, Wifi, Play Area, CCTV",,Old,7121,A,66,82
PROP204554,"CCTV, Wifi, Play Area, Security",17,New,,D,,96
PROP204555,"Wifi, Pool, Club House, Power Backup, Lift",36,Good,1981,B,48,91
PROP204556,"Play Area, Lift, Gym, Power Backup, Club House",8,Needs Renovation,1774,E,40,87
PROP204557,"Security, Garden, Play Area, Parking",3,Good,1402,B,59,35
PROP204558,"CCTV, Intercom",,Needs Renovation,2546,A,57,31
PROP204559,"Security, Play Area",23,Good,3233,B,43,49
PROP204560,"Parking, Wifi, Gym",0,Needs Renovation,3187,D,85,69
PROP204561,"Play Area, Gym",21,Old,2366,A,61,55
PROP204562,"Garden, Lift",2,Good,2611,F,66,47
PROP204563,"Security, Pool, Club House, Intercom",25,Old,3422,C,58,95
PROP204564,"Garden, Wifi, Gym",23,New,,B,,96
PROP204565,"Wifi, Club House",18,Needs Renovation,3855,E,85,
PROP204566,"Club House, Intercom, Pool, Garden",7,New,3394,D,82,67
PROP204567,"Parking, Play Area, Lift, Security",29,Good,1909,B,43,89
PROP204568,"Club House, Parking, Intercom, Garden",38,New,1924,E,96,40
PROP204569,"Play Area, Lift, Club House",38,Needs Renovation,2511,F,86,99
PROP204570,"Parking, Intercom, Pool, CCTV",33,Good,5976,F,94,86
PROP204571,"Club House, Pool, Garden, Intercom, Gym",19,New,2835,B,81,74
PROP204572,"Garden, Security, Pool",39,Old,2138,D,76,95
PROP204573,"Wifi, Gym, Garden, Club House",19,Good,1947,A,78,
PROP204574,"Power Backup, Pool, Intercom",2,Old,2815,E,80,
PROP204575,"CCTV, Intercom, Lift",10,New,1490,A,54,60
PROP204576,"Play Area, Wifi",27,Good,561,E,62,76
PROP204577,"Wifi, Play Area, CCTV, Pool, Club House",,New,1871,B,45,61
PROP204578,"Power Backup, Club House, Pool, CCTV, Play Area",18,Good,1507,C,42,91
PROP204579,"Power Backup, Garden",13,New,3268,A,89,60
PROP204580,"Security, Intercom, Garden, Parking",,Old,2772,A,,
PROP204581,"Club House, Parking, Intercom, Wifi",19,Old,2374,C,97,65
PROP204582,"Gym, Intercom, CCTV, Garden, Parking",6,Old,813,E,58,77
PROP204583,"Gym, Intercom",21,Needs Renovation,2301,C,66,61
PROP204584,"Parking, CCTV",27,Needs Renovation,2360,B,52,86
PROP204585,"CCTV, Play Area, Garden, Pool, Lift",9,Needs Renovation,1273,E,68,80
PROP204586,"Wifi, Parking, Security",1,Needs Renovation,2482,A,93,64
PROP204587,"Garden, CCTV, Intercom, Power Backup",31,Old,1634,E,79,32
PROP204588,"Gym, Parking, CCTV, Club House",33,Old,3902,D,40,85
PROP204589,"Parking, Play Area, Intercom, Gym, Security",38,New,4624,A,52,93
PROP204590,"Lift, Gym, Pool, Security, Garden",37,Needs Renovation,2805,C,86,67
PROP204591,"Play Area, Power Backup, CCTV",26,Old,2437,D,75,79
PROP204592,"Wifi, Gym, Intercom, Security, Parking",17,New,3265,A,64,53
PROP204593,"Play Area, Wifi, Parking",25,Needs Renovation,874,E,56,63
PROP204594,"Club House, Pool",28,Good,2420,D,77,72
PROP204595,"Gym, Wifi, Pool, Play Area",34,Old,3746,D,43,53
PROP204596,"Security, CCTV",0,New,1572,A,56,63
PROP204597,"Garden, Power Backup",,Old,,C,45,43
PROP204598,"Gym, Pool, Garden, Intercom",22,Old,2315,A,40,62
PROP204599,"Gym, Club House, Parking, Security, CCTV",16,Old,4682,B,83,80
PROP204600,"Club House, Garden",10,Good,2063,E,82,
PROP204601,"Intercom, CCTV, Pool",6,Needs Renovation,3469,F,54,70
PROP204602,"Gym, Power Backup, Lift, Parking, Play Area",,New,769,D,83,38
PROP204603,"CCTV, Security",38,Good,2643,B,89,45
PROP204604,"CCTV, Lift",7,New,1137,C,74,64
PROP204605,"Intercom, Power Backup, Play Area, Security, Gym",,Old,2635,B,46,93
PROP204606,"Club House, Wifi, Play Area, CCTV, Pool",11,Old,513,B,65,48
PROP204607,"Gym, Club House, Intercom, Wifi, CCTV",24,New,2180,A,64,78
PROP204608,"Club House, CCTV, Wifi, Gym, Lift",12,New,1173,D,59,51
PROP204609,"Lift, Parking, Garden, CCTV",1,New,382,C,71,97
PROP204610,"Parking, Club House, Power Backup, Wifi, Garden",,Good,1854,D,79,48
PROP204611,"Wifi, Play Area, Gym",18,Old,5050,E,41,44
PROP204612,"Gym, Club House, Pool",14,Needs Renovation,1406,A,63,55
PROP204613,"Lift, Garden, Play Area",36,Old,1863,D,92,34
PROP204614,"Intercom, Pool, Power Backup, CCTV",12,Needs Renovation,1561,E,56,78
PROP204615,"Pool, Intercom",32,Old,341,D,90,95
PROP204616,"Play Area, Parking, Security, Power Backup",8,Needs Renovation,1680,B,60,54
PROP204617,"CCTV, Power Backup, Gym",29,New,1198,E,82,84
PROP204618,"Lift, Intercom, Gym, CCTV",13,Good,1644,E,69,87
PROP204619,"Lift, Gym, Pool, Parking",11,Needs Renovation,3366,F,41,39
PROP204620,"Power Backup, Wifi, Garden, Pool, Lift",8,Old,3587,B,68,32
PROP204621,"Wifi, Security, Power Backup, CCTV",34,Good,,E,65,62
PROP204622,"Play Area, Pool, Gym, Security, Parking",36,Good,4185,D,90,61
PROP204623,"Intercom, Parking, Pool",,Old,4173,D,88,87
PROP204624,"CCTV, Power Backup, Lift",29,Needs Renovation,2624,D,90,87
PROP204625,"Security, Lift",19,Needs Renovation,2568,F,67,49
PROP204626,"Intercom, Power Backup",1,Needs Renovation,2373,E,56,68
PROP204627,"Parking, Lift",18,Old,2676,B,45,40
PROP204628,"Pool, Intercom, Lift, Club House, Gym",15,Good,2697,E,80,46
PROP204629,"Intercom, Pool, Garden, Lift, Wifi",15,Old,3076,E,75,67
PROP204630,"Intercom, CCTV, Lift, Garden",35,Good,3380,E,65,96
PROP204631,"Parking, Power Backup, Gym",18,New,2462,B,93,63
PROP204632,"Play Area, Club House, Lift",28,Old,3734,B,44,62
PROP204633,"Gym, Garden, Security, Wifi, Play Area",0,Old,2738,E,85,71
PROP204634,"Power Backup, Pool, Parking, Garden",7,Good,472,E,42,93
PROP204635,"Pool, Parking, Security, Garden",17,Old,1933,E,42,85
PROP204636,"Wifi, Club House, Garden, Pool",10,Old,2405,C,69,80
PROP204637,"Club House, Pool, Parking",39,Good,4761,D,98,55
PROP204638,"Wifi, CCTV",7,Good,2219,C,79,81
PROP204639,"Club House, Play Area",11,Old,1790,F,43,35
PROP204640,"Power Backup, Garden, CCTV, Pool",21,Old,3848,B,98,56
PROP204641,"Play Area, Parking",9,Old,4074,E,71,91
PROP204642,"Security, Play Area, Wifi",31,Needs Renovation,0,F,47,72
PROP204643,"Power Backup, Garden, Pool, Intercom, Gym",,Good,,F,73,48
PROP204644,"Power Backup, Parking, Pool, Security",8,Old,2791,B,90,49
PROP204645,"Play Area, Parking",20,New,2233,A,98,84
PROP204646,"Security, Play Area, CCTV",29,Old,2309,C,65,92
PROP204647,"Security, Wifi, Garden, CCTV, Play Area",12,Old,5503,F,60,74
PROP204648,"Lift, Club House, Garden",17,New,2168,C,45,
PROP204649,"Play Area, Garden, Intercom",22,Old,167,C,43,57
PROP204650,"Wifi, Security",22,New,3435,F,65,64
PROP204651,"CCTV, Pool, Intercom, Club House",16,Old,1422,C,40,47
PROP204652,"Parking, Lift, Intercom",4,New,4212,A,46,91
PROP204653,"Club House, Security, Parking",24,Old,2461,D,76,49
PROP204654,"Club House, Security, Garden",30,Old,2533,A,70,52
PROP204655,"Garden, Wifi, Parking, Security",32,New,2272,E,60,53
PROP204656,"Wifi, Security, Club House, Garden, Pool",32,New,519,B,55,34
PROP204657,"Club House, CCTV, Gym, Intercom",28,Old,4095,C,40,66
PROP204658,"Wifi, Club House, Pool, Parking",9,Old,2175,F,60,94
PROP204659,"Club House, CCTV, Security, Play Area",6,Old,,F,99,71
PROP204660,"Security, Parking",22,Needs Renovation,1500,F,61,30
PROP204661,"Security, Pool, Play Area, Garden, Parking",19,Needs Renovation,2546,D,56,91
PROP204662,"Lift, Power Backup, Security, Parking, CCTV",4,New,4261,E,80,75
PROP204663,"Wifi, Play Area, Intercom, Parking, Gym",34,Needs Renovation,3102,F,99,60
PROP204664,"Pool, Gym, CCTV",36,Needs Renovation,1497,D,75,83
PROP204665,"Power Backup, Play Area, Intercom, Gym",4,Good,2578,F,89,49
PROP204666,"Power Backup, Gym",15,Good,2357,E,68,83
PROP204667,"Garden, Parking, Lift, Intercom, Wifi",36,Old,,E,86,67
PROP204668,"Intercom, Garden, Pool, Lift, Club House",38,Old,2882,B,68,33
PROP204669,"Wifi, Play Area",5,New,2491,D,79,46
PROP204670,"Wifi, Gym, Intercom, Security",3,New,2912,A,60,63
PROP204671,"Parking, Pool, Security, Gym, Wifi",32,Good,3363,A,62,93
PROP204672,"Parking, Club House, Gym",0,New,3376,D,50,85
PROP204673,"Parking, Intercom",33,Needs Renovation,4707,E,76,
PROP204674,"Garden, Lift",8,New,2000,D,43,57
PROP204675,"Power Backup, Intercom, Security, Gym, Wifi",,Old,3237,F,52,71
PROP204676,"Power Backup, Pool, Parking, Gym, Garden",30,New,3592,B,67,58
PROP204677,"Lift, CCTV, Security",31,Old,3939,A,54,79
PROP204678,"Power Backup, Play Area, Garden",31,New,1271,A,81,46
PROP204679,"Play Area, Garden, Gym",2,New,2827,E,75,36
PROP204680,"Power Backup, Garden",9,Needs Renovation,1825,F,54,30
PROP204681,"Garden, CCTV, Play Area, Wifi, Security",39,Needs Renovation,,A,54,43
PROP204682,"Wifi, Club House, Play Area",23,Old,,F,71,69
PROP204683,"Pool, Club House, Parking, Lift",37,New,2551,F,43,79
PROP204684,"Parking, Pool, Power Backup, Wifi, Security",13,Old,2698,C,83,36
PROP204685,"Club House, Gym, Wifi, Lift",17,New,3059,C,72,40
PROP204686,"Security, Power Backup, Parking, Wifi",14,Needs Renovation,3557,E,69,65
PROP204687,"Lift, Intercom, Pool, Gym",39,Good,2065,F,44,97
PROP204688,"Club House, Wifi, Pool",37,New,2426,A,52,
PROP204689,"Pool, Gym, Garden, CCTV",15,Good,683,C,59,88
PROP204690,"Gym, Club House, Security",15,Good,1849,B,96,62
PROP204691,"CCTV, Power Backup",,Needs Renovation,3454,D,96,98
PROP204692,"Lift, Garden, Club House, Wifi",0,New,126,D,94,79
PROP204693,"Lift, Play Area, Garden, Power Backup, Gym",20,Old,1441,C,78,87
PROP204694,"Parking, Play Area, Security, CCTV, Intercom",7,Needs Renovation,2949,B,45,97
PROP204695,"Security, Play Area",9,Needs Renovation,1539,B,92,79
PROP204696,"Lift, Play Area",18,Needs Renovation,499,E,96,85
PROP204697,"Pool, Garden, Power Backup, Lift, Wifi",34,Needs Renovation,1920,A,42,86
PROP204698,"Gym, Intercom",16,Good,2089,A,75,68
PROP204699,"Intercom, Lift, Gym, Play Area, CCTV",,Needs Renovation,,F,47,48
PROP204700,"CCTV, Security",14,Needs Renovation,2550,B,94,32
PROP204701,"Gym, CCTV",33,Needs Renovation,3273,D,99,31
PROP204702,"Lift, CCTV, Club House",39,Needs Renovation,1207,A,46,46
PROP204703,"Wifi, Garden, Club House, Security",19,New,1474,A,55,50
PROP204704,"Parking, Play Area, Lift, CCTV",10,Needs Renovation,3624,E,79,80
PROP204705,"Gym, Garden",29,Needs Renovation,3073,E,95,48
PROP204706,"Garden, Pool, Parking, Play Area, CCTV",1,Needs Renovation,2905,D,,32
PROP204707,"Intercom, Pool, CCTV, Power Backup",20,Old,3733,F,65,75
PROP204708,"Garden, CCTV, Lift, Pool",10,Old,2921,D,,31
PROP204709,"Security, Play Area, Power Backup, Garden, Wifi",26,New,378,A,,56
PROP204710,"Intercom, Club House, Pool, Wifi, Garden",8,Needs Renovation,4661,E,71,46
PROP204711,"Parking, Pool",6,Old,2264,B,72,
PROP204712,"Lift, Gym, Pool",37,Needs Renovation,2607,D,44,33
PROP204713,"Garden, Lift",39,Good,2627,D,58,30
PROP204714,"Lift, Garden",34,Good,,E,82,86
PROP204715,"Garden, Lift, Intercom",5,Needs Renovation,1870,A,92,86
PROP204716,"Wifi, Power Backup, Pool, Security",11,Good,3722,B,56,66
PROP204717,"Wifi, Lift, Club House, Garden",33,Needs Renovation,2975,A,64,
PROP204718,"Club House, CCTV, Play Area, Gym, Garden",27,Old,3087,A,75,97
